cv1,cv2,cv3,cv4,cv5
4515,5602,3892,351,2469
880,4868,977,7387,1693
4478,2618,5052,311,1726
6424,5676,4430,4529,2909
3561,542,6359,3186,4978
1542,2982,898,3189,2804
6444,6440,5929,1115,4655
75,976,6284,7168,1790
2471,3939,3811,3424,6043
6671,4465,5313,7311,7189
4726,6121,326,2570,5748
479,2177,3343,3928,3847
735,5099,4581,422,294
2352,3733,5081,4981,6732
4123,1964,1554,6076,5506
7454,862,1859,6185,3305
5553,1126,1990,1015,6156
2339,4546,7349,1757,1530
7061,4313,6106,5863,4228
5394,527,7270,5040,4865
1384,3678,1170,1084,5711
5816,4357,6348,1428,7464
6338,581,7181,5955,4973
4549,2019,5827,3292,1345
405,1012,6137,1606,7205
1090,3736,455,6033,3586
6087,6014,2628,3034,2213
821,1407,2341,5766,3187
4427,3851,5765,5966,541
6215,5096,7026,5696,1261
196,5071,3818,6034,1700
5594,6934,6511,1463,5135
5127,4931,4008,385,4792
5581,6848,6697,583,3581
1969,5249,6682,2863,509
891,6737,698,5468,6456
5262,1349,5512,2768,6108
1991,5601,4956,4372,7063
3692,2984,3147,5745,4161
7201,2712,6571,1186,6277
3000,149,4717,4004,2998
4915,3428,7106,732,4719
6596,1049,1557,639,7252
2880,2715,283,2969,140
5638,2032,2488,1729,6053
565,3740,4116,1906,5875
3962,3596,6186,7386,4599
1455,2524,4458,3860,5906
2255,4006,942,448,584
6258,6832,3894,6647,4262
2544,1920,5861,442,5308
559,5517,1704,4744,4724
3269,2176,7109,4011,1108
549,676,917,2169,6862
3436,5772,2956,6382,4739
1014,635,6799,607,3655
1659,5667,2515,1484,3368
1698,6603,4445,4103,3756
4237,2565,7014,7070,7174
1896,1864,2229,3898,4029
69,4335,2308,1,1498
6422,5976,3722,4682,6063
3307,3396,3228,1668,374
6491,3420,5221,5098,1163
3387,6602,468,5240,1684
4796,1690,2644,3476,4302
5775,858,379,6626,1869
5729,3968,6798,3862,1106
4594,7290,3459,159,3673
1468,6576,5292,5661,4946
2853,6584,430,642,1414
5402,637,832,3966,276
6676,7169,1469,3132,6337
3524,948,3812,5788,4886
1506,6112,5694,6008,3534
2497,518,248,5029,4974
2075,5559,7334,4926,7183
667,5570,3214,7237,7266
536,727,3327,6552,6090
3790,4567,860,6022,3912
5362,2603,5358,4240,6452
725,6481,328,6620,686
5650,2855,1737,1411,3871
2738,5155,5210,6979,1955
1224,895,6383,6504,7460
104,2295,1404,44,5834
3992,783,1658,3947,2044
3645,1436,739,6420,4367
5621,2975,5977,5,6527
2884,5836,4025,2511,1183
2414,3206,3469,6415,7313
6941,6191,81,4437,418
5046,4861,6549,2384,1060
2757,1931,4625,5211,3621
4422,5039,1959,4395,5639
869,52,1984,5809,1395
1111,6879,6658,5337,5346
4630,2653,1987,1248,3639
7185,731,1044,7019,1230
571,2948,6731,3246,2407
3861,6249,1467,7043,1401
4088,5432,6243,688,997
4365,4370,2936,1300,911
5324,5789,6648,3727,1408
285,4873,4765,5230,2342
2405,2663,7350,3128,2194
689,3363,7122,2645,2771
599,4364,1504,3212,4565
5175,6072,2123,2088,5636
4138,7129,700,6928,5048
3531,4743,4260,7346,6889
1905,7175,4867,6896,4803
1781,3467,2022,1624,2034
2646,2651,1100,4219,3040
3827,3684,5653,4736,4084
6700,2205,875,4795,4635
1118,4317,4171,877,4701
4143,1471,1176,5189,5842
2903,3688,6073,4211,3943
3593,6328,5715,6843,6713
2181,5540,3648,7449,3895
4,1950,6568,4858,6214
3377,2105,4409,1527,3284
2894,3854,6463,4410,3301
7054,3131,5377,5252,4435
5692,6548,4882,872,2400
456,2935,5747,356,4165
1722,1701,4489,2972,5869
4934,2584,4891,338,7296
3931,4659,2285,926,6159
6575,1177,2070,4763,2953
6883,7008,3294,2725,1945
3855,5088,1524,4312,2647
787,2245,3017,2555,278
3122,7060,31,2254,3360
1660,1653,4829,496,4248
265,3890,6283,250,6591
4336,974,152,6278,5063
6459,3993,1771,3272,1654
6281,5493,7275,4831,4303
